BLZ;name;city;shortName;BIC
32070080;Deutsche Bank;Kevelaer;Deutsche Bank Kevelaer;DEUTDEDD328
32070080;Deutsche Bank;Tönisvorst;Deutsche Bank Tönisvorst;DEUTDEDD331
32070080;Deutsche Bank;Rheinberg;Deutsche Bank Rheinberg;DEUTDEDD329
32070080;Deutsche Bank;Willich;Deutsche Bank Willich;DEUTDEDD322
32070080;Deutsche Bank;Xanten;Deutsche Bank Xanten;DEUTDEDD321
32080010;Commerzbank vormals Dresdner Bank;Krefeld;Commerzbank Krefeld;DRESDEFF320
32250050;Verbandssparkasse Goch;Goch;Verb Spk Goch;WELADED1GOC
32440023;Commerzbank;Kleve, Niederrhein;Commerzbank Kleve Niederrh;COBADEFFXXX
32450000;Sparkasse Kleve;Kleve, Niederrhein;Sparkasse Kleve;WELADED1KLE
32460422;Volksbank Kleverland;Kleve, Niederrhein;Volksbank Kleverland;GENODED1KLL
32470024;Deutsche Bank Privat und Geschäftskunden;Kleve, Niederrhein;Deutsche Bank PGK Kleve;DEUTDEDB324
32470024;Deutsche Bank Privat und Geschäftskunden;Emmerich am Rhein;Deutsche Bank PGK Emmerich;DEUTDEDB326
32470024;Deutsche Bank Privat und Geschäftskunden;Goch;Deutsche Bank PGK Goch;DEUTDEDB325
32470077;Deutsche Bank;Kleve, Niederrhein;Deutsche Bank Kleve;DEUTDEDD324
32470077;Deutsche Bank;Goch;Deutsche Bank Goch;DEUTDEDD325
32470077;Deutsche Bank;Emmerich am Rhein;Deutsche Bank Emmerich;DEUTDEDD326
33010111;SEB;Wuppertal;SEB Wuppertal;ESSEDE5F330
33010111;SEB;Remscheid;SEB Remscheid;ESSEDE5F331
33010111;SEB;Solingen;SEB Solingen;ESSEDE5F332
33020000;akf bank;Wuppertal;akf bank Wuppertal;AKFBDE31XXX
33020190;UniCredit Bank - HypoVereinsbank;Wuppertal;UniCredit Bank-HypoVereinbk;HYVEDEMM809
33030000;GEFA;Wuppertal;GEFA Wuppertal;GGABDE31XXX
33040001;Commerzbank;Wuppertal;Commerzbank Wuppertal;COBADEFFXXX
33040310;Commerzbank Zw 117;Wuppertal;Commerzbank Zw 117;COBADEDHXXX
33050000;Stadtsparkasse Wuppertal;Wuppertal;St Spk Wuppertal;WUPSDE33XXX
33060098;Credit- und Volksbank Wuppertal;Wuppertal;Credit- u VB Wuppertal;GENODED1CVW
33060592;Sparda-Bank West;Wuppertal;Sparda-Bank West;GENODED1SPW
33060616;apoBank;Wuppertal;apoBank Wuppertal;DAAEDED1016
33070024;Deutsche Bank Privat und Geschäftskunden;Wuppertal;Deutsche Bank PGK Wuppertal;DEUTDEDBWUP
33070024;Deutsche Bank Privat und Geschäftskunden;Ennepetal;Deutsche Bank PGK Ennepetal;DEUTDEDB331
33070024;Deutsche Bank Privat und Geschäftskunden;Heiligenhaus b Velbert;Deutsche Bank PGK Heiligenh;DEUTDEDB332
33070024;Deutsche Bank Privat und Geschäftskunden;Mettmann;Deutsche Bank PGK Mettmann;DEUTDEDB333
33070024;Deutsche Bank Privat und Geschäftskunden;Schwelm;Deutsche Bank PGK Schwelm;DEUTDEDB334
33070024;Deutsche Bank Privat und Geschäftskunden;Velbert;Deutsche Bank PGK Velbert;DEUTDEDB330
33070024;Deutsche Bank Privat und Geschäftskunden;Wülfrath;Deutsche Bank PGK Wülfrath;DEUTDEDB335
33070090;Deutsche Bank;Wuppertal;Deutsche Bank Wuppertal;DEUTDEDWXXX
33070090;Deutsche Bank;Ennepetal;Deutsche Bank Ennepetal;DEUTDEDW331
33070090;Deutsche Bank;Mettmann;Deutsche Bank Mettmann;DEUTDEDW333
33070090;Deutsche Bank;Heiligenhaus b Velbert;Deutsche Bank Heiligenhaus;DEUTDEDW332
33070090;Deutsche Bank;Velbert;Deutsche Bank Velbert;DEUTDEDW330
33070090;Deutsche Bank;Schwelm;Deutsche Bank Schwelm;DEUTDEDW334
33070090;Deutsche Bank;Wülfrath;Deutsche Bank Wülfrath;DEUTDEDW335
33080001;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Wuppertal;Commerzbank ITGK1 Wupptl.;DRESDEFFI86
33080030;Commerzbank vormals Dresdner Bank;Wuppertal;Commerzbank Wuppertal;DRESDEFF332
33080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Wuppertal;Commerzbank ITGK2 Wupptl.;DRESDEFFI87
33080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3;Wuppertal;Commerzbank ITGK3 Wupptl.;DRESDEFFI88
33080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;Wuppertal;Commerzbank ITGK4 Wupptl.;DRESDEFFI89
33080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;Wuppertal;Commerzbank ITGK5 Wupptl.;DRESDEFFI90
33440035;Commerzbank;Velbert;Commerzbank Velbert;COBADEFFXXX
33450000;Sparkasse Hilden-Ratingen-Velbert;Velbert;Sparkasse HRV;WELADED1VEL
33451220;Sparkasse Heiligenhaus -alt-;Heiligenhaus b Velbert;Spk Heiligenhaus -alt-;WELADED1HGH
34040049;Commerzbank;Remscheid;Commerzbank Remscheid;COBADEFFXXX
34050000;Stadtsparkasse Remscheid;Remscheid;St Spk Remscheid;WELADEDRXXX
34051350;Sparkasse Radevormwald-Hückeswagen;Radevormwald;Spk Radevormwald-Hückeswgn;WELADED1RVW
34051570;Stadtsparkasse Wermelskirchen;Wermelskirchen;St Spk Wermelskirchen;WELADED1WMK
34060094;Volksbank Remscheid-Solingen Remscheid-Lennep;Remscheid;Volksbank Remscheid-Solingn;VBRSDE33XXX
34060094;Volksbank Remscheid-Solingen Zw Hilden;Hilden;Volksbank Remscheid-Solingn;VBRSDE33305
34060094;Volksbank Remscheid-Solingen Zw Radevormwald;Radevormwald;Volksbank Remscheid-Solingn;VBRSDE33343
34060094;Volksbank Remscheid-Solingen Zw W-tal-Ronsdorf;Wuppertal;Volksbank Remscheid-Solingn;VBRSDE33330
34060094;Volksbank Remscheid-Solingen Zw;Solingen;Volksbank Remscheid-Solingn;VBRSDE33342
34060094;Volksbank Remscheid-Solingen Zw Hückeswagen;Hückeswagen;Volksbank Remscheid-Solingn;VBRSDE33345
34060094;Volksbank Remscheid-Solingen Zw Wermelskirchen;Wermelskirchen;Volksbank Remscheid-Solingn;VBRSDE33341
34060094;Volksbank Remscheid-Solingen Zw Burscheid;Burscheid, Rheinl;Volksbank Remscheid-Solingn;VBRSDE33346
34060094;Volksbank Remscheid-Solingen Zw Blecher;Odenthal;Volksbank Remscheid-Solingn;VBRSDE33344
34060094;Volksbank Haan Zw d Volksbk Remscheid-Solingen;Haan, Rheinl;Volksbank Remscheid-Solingn;VBRSDE33347
34070024;Deutsche Bank Privat und Geschäftskunden;Remscheid;Deutsche Bank PGK Remscheid;DEUTDEDB340
34070024;Deutsche Bank Privat und Geschäftskunden;Hückeswagen;Deutsche Bank PGK Hückeswag;DEUTDEDB344
34070024;Deutsche Bank Privat und Geschäftskunden;Radevormwald;Deutsche Bank PGK Radevormw;DEUTDEDB345
34070024;Deutsche Bank Privat und Geschäftskunden;Wermelskirchen;Deutsche Bank PGK Wermelski;DEUTDEDB346
34070024;Deutsche Bank Privat und Geschäftskunden;Wipperfürth;Deutsche Bank PGK Wipperfür;DEUTDEDB341
34070093;Deutsche Bank;Remscheid;Deutsche Bank Remscheid;DEUTDEDW340
34070093;Deutsche Bank;Hückeswagen;Deutsche Bank Hückeswagen;DEUTDEDW344
34070093;Deutsche Bank;Wermelskirchen;Deutsche Bank Wermelskirche;DEUTDEDW346
34070093;Deutsche Bank;Wipperfürth;Deutsche Bank Wipperfürth;DEUTDEDW341
34070093;Deutsche Bank;Radevormwald;Deutsche Bank Radevormwald;DEUTDEDW345
34080031;Commerzbank vormals Dresdner Bank;Remscheid;Commerzbank Remscheid;DRESDEFF340
34240050;Commerzbank;Solingen;Commerzbank Solingen;COBADEFFXXX
34250000;Stadt-Sparkasse Solingen;Solingen;St Spk Solingen;SOLSDE33XXX
34270024;Deutsche Bank Privat und Geschäftskunden;Solingen;Deutsche Bank PGK Solingen;DEUTDEDB342
34270024;Deutsche Bank Privat und Geschäftskunden;Haan, Rheinl;Deutsche Bank PGK Haan;DEUTDEDB343
34270094;Deutsche Bank;Solingen;Deutsche Bank Solingen;DEUTDEDW342
34270094;Deutsche Bank;Haan, Rheinl;Deutsche Bank Haan Rheinl;DEUTDEDW343
34280032;Commerzbank vormals Dresdner Bank;Solingen;Commerzbank Solingen;DRESDEFF342
35010111;SEB;Duisburg;SEB Duisburg;ESSEDE5F350
35010111;SEB;Bocholt;SEB Bocholt;ESSEDE5F351
35010111;SEB;Moers;SEB Moers;ESSEDE5F353
35040038;Commerzbank;Duisburg;Commerzbank Duisburg;COBADEFFXXX
35040085;Commerzbank, Gf Web-K;Duisburg;Commerzbank Gf WK, Duisburg;COBADEFFXXX
35050000;Sparkasse Duisburg;Duisburg;Spk Duisburg;DUISDE33XXX
35060190;Bank für Kirche und Diakonie - KD-Bank;Dortmund;Bank für Kirche u Diakonie;GENODED1DKD
35060386;Volksbank Rhein-Ruhr;Duisburg;VB Rhein-Ruhr Duisburg;GENODED1VRR
35060632;apoBank;Duisburg;apoBank Duisburg;DAAEDED1032
35070024;Deutsche Bank Privat und Geschäftskunden;Duisburg;Deutsche Bank PGK Duisburg;DEUTDEDB350
35070024;Deutsche Bank Privat und Geschäftskunden;Dinslaken;Deutsche Bank PGK Dinslaken;DEUTDEDB351
35070024;Deutsche Bank Privat und Geschäftskunden;Kamp-Lintfort;Deutsche Bank PGK Kamp-Lint;DEUTDEDB352
35070024;Deutsche Bank Privat und Geschäftskunden;Moers;Deutsche Bank PGK Moers;DEUTDEDB354
35070024;Deutsche Bank Privat und Geschäftskunden;Wesel a Rhein;Deutsche Bank PGK Wesel;DEUTDEDB356
35070030;Deutsche Bank;Duisburg;Deutsche Bank Duisburg;DEUTDEDE350
35070030;Deutsche Bank;Dinslaken;Deutsche Bank Dinslaken;DEUTDEDE351
35070030;Deutsche Bank;Kamp-Lintfort;Deutsche Bank Kamp-Lintfort;DEUTDEDE352
35070030;Deutsche Bank;Moers;Deutsche Bank Moers;DEUTDEDE354
35070030;Deutsche Bank;Wesel a Rhein;Deutsche Bank Wesel;DEUTDEDE356
35080070;Commerzbank vormals Dresdner Bank;Duisburg;Commerzbank Duisburg;DRESDEFF350
35080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Duisburg;Commerzbank ITGK1 Duisb.;DRESDEFFI91
35080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Duisburg;Commerzbank ITGK2 Duisb.;DRESDEFFI92
35080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3;Duisburg;Commerzbank ITGK3 Duisb.;DRESDEFFI93
35080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;Duisburg;Commerzbank ITGK4 Duisb.;DRESDEFFI94
35080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;Duisburg;Commerzbank ITGK5 Duisb.;DRESDEFFI95
35211012;SEB;Dinslaken;SEB Dinslaken;ESSEDE5F352
35251000;Sparkasse Dinslaken-Voerde-Hünxe;Dinslaken;Spk Dinslaken-Voerde-Hünxe;WELADED1DIN
35261248;Volksbank Dinslaken;Dinslaken;Volksbank Dinslaken;GENODED1DLK
35450000;Sparkasse am Niederrhein;Moers;Sparkasse am Niederrhein;WELADED1MOR
35461106;Volksbank Niederrhein;Alpen;Volksbank Niederrhein;GENODED1NRH
35640064;Commerzbank;Wesel a Rhein;Commerzbank Wesel;COBADEFFXXX
35650000;Verbands-Sparkasse Wesel;Wesel a Rhein;Verb Spk Wesel;WELADED1WES
35660599;Volksbank Rhein-Lippe;Wesel a Rhein;Volksbank Rhein-Lippe;GENODED1RLW
35850000;Stadtsparkasse Emmerich-Rees;Emmerich am Rhein;St Spk Emmerich-Rees;WELADED1EMR
35860245;Volksbank Emmerich-Rees;Emmerich am Rhein;Volksbank Emmerich-Rees;GENODED1EMR
36000000;Bundesbank;Essen, Ruhr;BBk Essen;MARKDEF1360
36010043;Postbank;Essen, Ruhr;Postbank Essen;PBNKDEFFXXX
36010111;SEB;Essen, Ruhr;SEB Essen;ESSEDE5F360
36010111;SEB;Oberhausen, Rheinl;SEB Oberhausen;ESSEDE5F361
36010200;VON ESSEN Bankgesellschaft;Essen, Ruhr;VON ESSEN Bankges Essen;VONEDE33XXX
36010424;Aareal Bank;Essen, Ruhr;Aareal Bank Essen;AARBDE5W360
36010600;NIBC Bank Deutschland;Frankfurt am Main;NIBC Bank Deutschland;GABKDE31XXX
36010699;NIBC Bank Deutschland Asset Backed Securities;Frankfurt am Main;NIBC Bank Deutschland;GABKDE31699
36020030;National-Bank Essen;Essen, Ruhr;National-Bank Essen;NBAGDE3EXXX
36020186;UniCredit Bank - HypoVereinsbank;Essen, Ruhr;UniCredit Bank-HypoVereinbk;HYVEDEMM360
36033300;Santander Consumer Bank;Essen, Ruhr;Santander Bank Essen;SCFBDE33XXX
36036000;VALOVIS Bank;Essen, Ruhr;VALBA;VABKDE3EXXX
36040039;Commerzbank;Essen, Ruhr;Commerzbank Essen;COBADEFFXXX
36040060;Commerzbank CC;Essen, Ruhr;Commerzbank CC Essen;COBADEFFXXX
36040061;Commerzbank CC;Essen, Ruhr;Commerzbank CC Essen;COBADEFFXXX
36040085;Commerzbank, Gf Web-K;Essen, Ruhr;Commerzbank Gf WK, Essen;COBADEFFXXX
36050105;Sparkasse Essen;Essen, Ruhr;Sparkasse Essen;SPESDE3EXXX
36060295;Bank im Bistum Essen;Essen, Ruhr;Bank im Bistum Essen;GENODED1BBE
36060488;GENO BANK ESSEN;Essen, Ruhr;GENO BANK ESSEN;GENODEM1GBE
36060591;Sparda-Bank West;Düsseldorf;Sparda-Bank West;GENODED1SPE
36060610;apoBank;Essen, Ruhr;apoBank Essen;DAAEDED1010
36070024;Deutsche Bank Privat und Geschäftskunden;Essen, Ruhr;Deutsche Bank PGK Essen;DEUTDEDBESS
36070050;Deutsche Bank;Essen, Ruhr;Deutsche Bank Essen;DEUTDEDEXXX
36080080;Commerzbank vormals Dresdner Bank;Essen, Ruhr;Commerzbank Essen;DRESDEFF360
36080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK  2;Essen, Ruhr;Commerzbank ITGK2 Essen;DRESDEFFI66
36089321;Commerzbank vormals Dresdner Bank ITGK;Essen, Ruhr;Commerzbank ITGK Essen;DRESDEFFI17
36210111;SEB;Mülheim an der Ruhr;SEB Mülheim Ruhr;ESSEDE5F362
36240045;Commerzbank;Mülheim an der Ruhr;Commerzbank Mülheim Ruhr;COBADEFFXXX
36250000;Sparkasse Mülheim an der Ruhr;Mülheim an der Ruhr;Spk Mülheim an der Ruhr;SPMHDE3EXXX
36270024;Deutsche Bank Privat und Geschäftskunden;Mülheim an der Ruhr;Deutsche Bank PGK Mülheim;DEUTDEDB362
36270048;Deutsche Bank;Mülheim an der Ruhr;Deutsche Bank Mülheim, Ruhr;DEUTDEDE362
36280071;Commerzbank vormals Dresdner Bank;Mülheim an der Ruhr;Commerzbank Mülheim Ruhr;DRESDEFF362
36540046;Commerzbank;Oberhausen, Rheinl;Commerzbank Oberhausen;COBADEFFXXX
36550000;Stadtsparkasse Oberhausen;Oberhausen, Rheinl;St Spk Oberhausen;WELADED1OBH
36570024;Deutsche Bank Privat und Geschäftskunden;Oberhausen, Rheinl;Deutsche Bank PGK Oberhause;DEUTDEDB365
36570049;Deutsche Bank;Oberhausen, Rheinl;Deutsche Bank Oberhausen;DEUTDEDE365
36580072;Commerzbank vormals Dresdner Bank;Oberhausen, Rheinl;Commerzbank Oberhausen;DRESDEFF365
37000000;Bundesbank;Köln;BBk Köln;MARKDEF1370
37010050;Postbank;Köln;Postbank Köln;PBNKDEFFXXX
37010111;SEB;Köln;SEB Köln;ESSEDE5F370
37010111;SEB;Leverkusen;SEB Leverkusen;ESSEDE5F372
37010111;SEB;Brühl, Rheinl;SEB Brühl Rheinl;ESSEDE5F371
37010600;BNP Paribas Niederlassung Deutschland;Frankfurt am Main;BNP Paribas Ndl Deutschland;GEBADE33XXX
37010699;BNP Paribas Niederlassung Deutschland;Frankfurt am Main;BNP Paribas Ndl Deutschland;GEBADE33XXX
37011000;Deutsche Postbank Easytrade;Köln;Deutsche Postbank Easytrade;PBNKDEFFXXX
37013030;Deutsche Post Zahlungsdienste;Bonn;DPZ Bonn;DEZMDE31XXX
37020090;UniCredit Bank - HypoVereinsbank;Köln;UniCredit Bank-HypoVereinbk;HYVEDEMM429
37020200;AXA Bank;Köln;AXA Bank Köln;AXABDE31XXX
37020400;TOYOTA Kreditbank;Köln;TOYOTA Kreditbank Köln;TOBADE33XXX
37020500;Bank für Sozialwirtschaft;Köln;Bank für Sozialwirtschaft;BFSWDE33XXX
37020600;Santander Consumer Bank MG;Köln;Santander Consumer Bk Köln;AKBCDE31XXX
37020900;Ford Bank Ndl. der FCE Bank;Köln;Ford Bank Köln;FDBADE3KXXX
37030200;Oppenheim, Sal - jr & Cie;Köln;Oppenheim, Sal - jr & Cie;SOPPDE3KXXX
37030700;abcbank;Köln;abcbank Köln;WWBADE3AXXX
37030800;Isbank Fil Köln;Köln;Isbank Köln;ISBKDEFXKOL
37040037;Commerzbank, CC SP;Köln;Commerzbank CC SP, Köln;COBADEFFXXX
37040044;Commerzbank;Köln;Commerzbank Köln;COBADEFFXXX
37040048;Commerzbank GF-K48;Köln;Commerzbank KOE GF-K48;COBADEFFXXX
37040060;Commerzbank CC;Köln;Commerzbank CC Köln;COBADEFFXXX
37040061;Commerzbank CC;Köln;Commerzbank CC Köln;COBADEFFXXX
37050198;Sparkasse KölnBonn;Köln;Sparkasse KölnBonn;COLSDE33XXX
37050299;Kreissparkasse Köln;Köln;Kreissparkasse Köln;COKSDE33XXX
37060120;Pax-Bank Gf MHD;Köln;Pax-Bank Gf MHD;GENODED1PA7
37060193;Pax-Bank;Köln;Pax-Bank Köln;GENODED1PAX
37060590;Sparda-Bank West;Köln;Sparda-Bank West;GENODED1SPK
37060615;apoBank;Köln;apoBank Köln;DAAEDED1015
37060993;PSD Bank Köln;Köln;PSD Bank Köln;GENODEF1P13
37062124;Bensberger Bank;Bergisch Gladbach;Bensberger Bank;GENODED1BGL
37062365;Raiffeisenbank Frechen-Hürth;Hürth, Rheinl;Raiffbk Frechen-Hürth;GENODED1FHH
37062600;VR Bank Bergisch Gladbach;Bergisch Gladbach;VR Bank Bergisch Gladbach;GENODED1PAF
37063367;Raiffeisenbank Fischenich-Kendenich;Hürth, Rheinl;Raiffbk Fischenich-Kende;GENODED1FKH
37069101;Spar- und Darlehnskasse Aegidienberg;Bad Honnef;Spar-u Darlehnskasse;GENODED1AEG
37069103;Raiffeisenbank Aldenhoven;Aldenhoven b Jülich;Raiffeisenbank Aldenhoven;GENODED1ALD
37069125;Raiffeisenbank Kürten-Odenthal;Kürten;Raiffbk Kürten-Odenthal;GENODED1RKO
37069153;Spar- und Darlehnskasse Brachelen -alt-;Hückelhoven;Spar-u Darlehnskasse -alt-;GENODED1HCK
37069164;Volksbank Meerbusch;Meerbusch;Volksbank Meerbusch;GENODED1MBU
37069252;Volksbank Erft;Elsdorf, Rheinl;Volksbank Erft Elsdorf;GENODED1ERE
37069302;Raiffeisenbank;Geilenkirchen;Raiffbk Geilenkirchen;GENODED1GLK
37069303;Volksbank Gemünd-Kall -alt-;Kall;Volksbank Gemünd-Kall -alt-;GENODED1GKK
37069306;Raiffeisenbank Grevenbroich;Grevenbroich;Raiffeisenbank Grevenbroich;GENODED1GRB
37069322;Raiffeisenbank Gymnich;Erftstadt;Raiffeisenbank Gymnich;GENODED1EGY
37069330;Volksbank Haaren;Waldfeucht;Volksbank Haaren;GENODED1HAW
37069331;Raiffeisenbank von 1895 Zw Horrem -alt-;Kerpen, Rheinl;Raiffeisenbank von 1895;GENODED1KHO
37069342;Volksbank Heimbach;Heimbach, Eifel;Volksbank Heimbach;GENODED1HMB
37069355;Spar- und Darlehnskasse Hoengen;Alsdorf, Rheinl;Spar-u Darlehnskasse;GENODED1AHO
37069381;VR-Bank Rur-Wurm;Geilenkirchen;VR-Bank Rur-Wurm;GENODED1IMM
37069401;Raiffeisenbank Junkersdorf;Köln;Raiffeisenbank Junkersdorf;GENODED1JUK
37069405;Raiffeisenbank Kaarst;Kaarst;Raiffeisenbank Kaarst;GENODED1KAA
37069412;Raiffeisenbank;Heinsberg, Rheinl;Raiffeisenbank Heinsberg;GENODED1HRB
37069427;Volksbank Dünnwald-Holweide;Köln;Volksbank Dünnwald-Holweide;GENODED1DHK
37069429;Volksbank Köln-Nord;Köln;Volksbank Köln-Nord;GENODED1KNL
37069472;Raiffeisenbk Erftstadt -alt-;Erftstadt;Raiffeisenbk Erftstadt-alt-;GENODED1ERF
37069520;VR-Bank Rhein-Sieg;Siegburg;VR-Bank Rhein-Sieg Siegburg;GENODED1RST
37069521;Raiffeisenbank Rhein-Berg;Monheim am Rhein;Raiffeisenbank Rhein-Berg;GENODED1MNH
37069524;Raiffeisenbank Much-Ruppichteroth;Much;Raiffbk Much-Ruppichteroth;GENODED1MUC
37069627;Raiffeisenbank Rheinbach Voreifel;Rheinbach;Raiffbk Rheinbach Voreifel;GENODED1RBC
37069639;Rosbacher Raiffeisenbank;Windeck, Sieg;Rosbacher Raiffeisenbank;GENODED1WND
37069642;Raiffeisenbank;Simmerath;Raiffbk Simmerath;GENODED1SMR
37069707;Raiffeisenbank Sankt Augustin;Sankt Augustin;Raiffbk Sankt Augustin;GENODED1SAM
37069720;VR-Bank Nordeifel;Schleiden, Eifel;VR-Bank Nordeifel Schleiden;GENODED1SLE
37069805;Volksbank Wachtberg;Wachtberg;Volksbank Wachtberg;GENODED1WVI
37069833;Raiffeisenbk Wesseling -alt-;Wesseling, Rheinl;Raiffeisenbk Wesseling-alt-;GENODED1WSL
37069840;Volksbank Wipperfürth-Lindlar;Wipperfürth;VB Wipperfürth-Lindlar;GENODED1WPF
37069991;Brühler Bank;Brühl, Rheinl;Brühler Bank, Brühl;GENODED1BRL
37070000;Deutsche Bank - Kontoservice für Kunden Sal. Oppenheim;Köln;Deutsche Bk f Kunden Sal.Op;DEUTDEDK402
37070024;Deutsche Bank Privat und Geschäftskunden;Köln;Deutsche Bank PGK Köln;DEUTDEDBKOE
37070024;Deutsche Bank Privat und Geschäftskunden;Bad Münstereifel;Deutsche Bank PGK Euskirche;DEUTDEDB379
37070024;Deutsche Bank Privat und Geschäftskunden;Bergheim, Erft;Deutsche Bank PGK Bergheim;DEUTDEDB938
37070024;Deutsche Bank Privat und Geschäftskunden;Bergisch Gladbach;Deutsche Bank PGK Bergisch-;DEUTDEDB373
37070024;Deutsche Bank Privat und Geschäftskunden;Brühl, Rheinl;Deutsche Bank PGK Brühl;DEUTDEDB370
37070024;Deutsche Bank Privat und Geschäftskunden;Dormagen;Deutsche Bank PGK Dormagen;DEUTDEDB939
37070024;Deutsche Bank Privat und Geschäftskunden;Eitorf;Deutsche Bank PGK Eitorf;DEUTDEDB353
37070024;Deutsche Bank Privat und Geschäftskunden;Euskirchen;Deutsche Bank PGK Euskirche;DEUTDEDB940
37070024;Deutsche Bank Privat und Geschäftskunden;Frechen;Deutsche Bank PGK Frechen;DEUTDEDB355
37070024;Deutsche Bank Privat und Geschäftskunden;Grevenbroich;Deutsche Bank PGK Grevenbro;DEUTDEDB372
37070024;Deutsche Bank Privat und Geschäftskunden;Hennef (Sieg);Deutsche Bank PGK Hennef;DEUTDEDB941
37070024;Deutsche Bank Privat und Geschäftskunden;Hürth, Rheinl;Deutsche Bank PGK Hürth;DEUTDEDB357
37070024;Deutsche Bank Privat und Geschäftskunden;Kerpen, Rheinl;Deutsche Bank PGK Kerpen;DEUTDEDB358
37070024;Deutsche Bank Privat und Geschäftskunden;Siegburg;Deutsche Bank PGK Siegburg;DEUTDEDB386
37070024;Deutsche Bank Privat und Geschäftskunden;Troisdorf;Deutsche Bank PGK Troisdorf;DEUTDEDB360
37070024;Deutsche Bank Privat und Geschäftskunden;Wesseling, Rheinl;Deutsche Bank PGK Wesseling;DEUTDEDB371
37070060;Deutsche Bank;Köln;Deutsche Bank Köln;DEUTDEDKXXX
37070060;Deutsche Bank;Grevenbroich;Deutsche Bank Grevenbroich;DEUTDEDK372
37070060;Deutsche Bank;Brühl, Rheinl;Deutsche Bank Brühl Rheinl;DEUTDEDK370
37070060;Deutsche Bank;Bergisch Gladbach;Deutsche Bank Bergisch-Glad;DEUTDEDK373
37070060;Deutsche Bank;Bergheim, Erft;Deutsche Bank Bergheim Erft;DEUTDEDK351
37070060;Deutsche Bank;Euskirchen;Deutsche Bank Euskirchen;DEUTDEDK354
37070060;Deutsche Bank;Dormagen;Deutsche Bank Dormagen;DEUTDEDK352
37070060;Deutsche Bank;Frechen;Deutsche Bank Frechen;DEUTDEDK355
37070060;Deutsche Bank;Hennef (Sieg);Deutsche Bank Hennef;DEUTDEDK356
37070060;Deutsche Bank;Troisdorf;Deutsche Bank Troisdorf;DEUTDEDK360
37070060;Deutsche Bank;Siegburg;Deutsche Bank Siegburg;DEUTDEDK386
37070060;Deutsche Bank;Wesseling, Rheinl;Deutsche Bank Wesseling;DEUTDEDK371
37070060;Deutsche Bank;Bad Münstereifel;Deutsche Bank Euskirchen;DEUTDEDK379
37070060;Deutsche Bank;Hürth, Rheinl;Deutsche Bank Hürth Rheinl;DEUTDEDK357
37070060;Deutsche Bank;Eitorf;Deutsche Bank Eitorf;DEUTDEDK353
37070060;Deutsche Bank;Kerpen, Rheinl;Deutsche Bank Kerpen Rheinl;DEUTDEDK358
37080040;Commerzbank vormals Dresdner Bank;Köln;Commerzbank Köln;DRESDEFF370
37080085;Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 1;Köln;Commerzbank ITKG1 Köln;DRESDEFFI51
37080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;Köln;Commerzbank ITGK4 Köln;DRESDEFFI67
37080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;Köln;Commerzbank ITGK5 Köln;DRESDEFFI96
37080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;Köln;Commerzbank ITGK6 Köln;DRESDEFFI97
37080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7;Köln;Commerzbank ITGK7 Köln;DRESDEFFI98
37080090;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8;Köln;Commerzbank ITGK8 Köln;DRESDEFFJ01
37080091;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9;Köln;Commerzbank ITGK9 Köln;DRESDEFFJ02
37080092;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10;Köln;Commerzbank ITGK10 Köln;DRESDEFFJ03
37080093;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11;Köln;Commerzbank ITGK11 Köln;DRESDEFFJ04
37080094;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 12;Köln;Commerzbank ITGK12 Köln;DRESDEFFJ05
37080095;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 13;Köln;Commerzbank ITGK13 Köln;DRESDEFFJ06
37080096;Commerzbank vormals Dresdner Bank Zw 96;Köln;Commerzbank Zw 96 Köln;DRESDEFFXXX
37080097;Commerzbank vormals Dresdner Bank Zw 97;Köln;Commerzbank Zw 97 Köln;DRESDEFFXXX
37080098;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 14;Köln;Commerzbank ITGK14 Köln;DRESDEFFJ07
37080099;Commerzbank vormals Dresdner Bank Zw 99;Köln;Commerzbank Zw 99 Köln;DRESDEFFI36
